date,temp_max,temp_min,precipitation,crop,price_vnd,source,is_synthetic
2025-02-17,30.8,16.5,0.3,Sầu riêng Ri6,71000.0,AI_Synthetic,True
2025-02-18,29.1,16.1,2.0,Sầu riêng Ri6,87000.0,AI_Synthetic,True
2025-02-19,27.9,17.0,18.6,Sầu riêng Ri6,87000.0,AI_Synthetic,True
2025-02-20,27.8,16.5,3.0,Sầu riêng Ri6,88000.0,AI_Synthetic,True
2025-02-21,28.8,16.4,8.6,Sầu riêng Ri6,94000.0,AI_Synthetic,True
2025-02-22,25.6,17.0,13.1,Sầu riêng Ri6,80000.0,AI_Synthetic,True
2025-02-23,24.9,17.7,1.5,Sầu riêng Ri6,82000.0,AI_Synthetic,True
2025-02-24,27.5,18.8,0.0,Sầu riêng Ri6,90000.0,AI_Synthetic,True
2025-02-25,28.0,17.4,0.0,Sầu riêng Ri6,77000.0,AI_Synthetic,True
2025-02-26,28.1,17.1,5.6,Sầu riêng Ri6,91000.0,AI_Synthetic,True
2025-02-27,30.5,17.4,0.7,Sầu riêng Ri6,82000.0,AI_Synthetic,True
2025-02-28,30.2,17.4,0.0,Sầu riêng Ri6,77000.0,AI_Synthetic,True
2025-03-01,31.0,16.3,0.0,Sầu riêng Ri6,82000.0,AI_Synthetic,True
2025-03-02,28.8,16.5,0.0,Sầu riêng Ri6,80000.0,AI_Synthetic,True
2025-03-03,29.9,15.7,0.0,Sầu riêng Ri6,81000.0,AI_Synthetic,True
2025-03-04,29.5,17.8,1.4,Sầu riêng Ri6,99000.0,AI_Synthetic,True
2025-03-05,30.1,18.2,0.7,Sầu riêng Ri6,88000.0,AI_Synthetic,True
2025-03-06,28.6,18.6,0.8,Sầu riêng Ri6,95000.0,AI_Synthetic,True
2025-03-07,29.2,17.2,3.0,Sầu riêng Ri6,90000.0,AI_Synthetic,True
2025-03-08,28.4,17.0,1.1,Sầu riêng Ri6,80000.0,AI_Synthetic,True
2025-03-09,25.5,17.2,1.7,Sầu riêng Ri6,90000.0,AI_Synthetic,True
2025-03-10,29.2,18.4,8.6,Sầu riêng Ri6,93000.0,AI_Synthetic,True
2025-03-11,29.0,18.8,0.1,Sầu riêng Ri6,92000.0,AI_Synthetic,True
2025-03-12,30.2,16.6,3.3,Sầu riêng Ri6,90000.0,AI_Synthetic,True
2025-03-13,29.0,16.5,0.2,Sầu riêng Ri6,93000.0,AI_Synthetic,True
2025-03-14,30.4,16.5,0.0,Sầu riêng Ri6,86000.0,AI_Synthetic,True
2025-03-15,30.4,17.6,0.6,Sầu riêng Ri6,89000.0,AI_Synthetic,True
2025-03-16,30.1,18.1,0.7,Sầu riêng Ri6,93000.0,AI_Synthetic,True
2025-03-17,29.4,18.2,5.1,Sầu riêng Ri6,79000.0,AI_Synthetic,True
2025-03-18,28.6,16.9,0.6,Sầu riêng Ri6,96000.0,AI_Synthetic,True
2025-03-19,28.4,16.8,0.0,Sầu riêng Ri6,86000.0,AI_Synthetic,True
2025-03-20,28.2,14.8,0.0,Sầu riêng Ri6,73000.0,AI_Synthetic,True
2025-03-21,27.2,14.7,0.0,Sầu riêng Ri6,88000.0,AI_Synthetic,True
2025-03-22,30.5,15.1,0.0,Sầu riêng Ri6,76000.0,AI_Synthetic,True
2025-03-23,29.6,16.0,0.1,Sầu riêng Ri6,73000.0,AI_Synthetic,True
2025-03-24,30.0,15.1,0.0,Sầu riêng Ri6,92000.0,AI_Synthetic,True
2025-03-25,30.0,16.0,0.0,Sầu riêng Ri6,83000.0,AI_Synthetic,True
2025-03-26,29.8,15.1,0.0,Sầu riêng Ri6,82000.0,AI_Synthetic,True
2025-03-27,29.6,17.0,0.0,Sầu riêng Ri6,84000.0,AI_Synthetic,True
2025-03-28,30.1,17.6,1.0,Sầu riêng Ri6,79000.0,AI_Synthetic,True
2025-03-29,30.9,17.2,1.2,Sầu riêng Ri6,84000.0,AI_Synthetic,True
2025-03-30,29.1,18.1,24.5,Sầu riêng Ri6,93000.0,AI_Synthetic,True
2025-03-31,29.2,18.5,16.9,Sầu riêng Ri6,79000.0,AI_Synthetic,True
2025-04-01,26.9,18.5,7.7,Sầu riêng Ri6,91000.0,AI_Synthetic,True
2025-04-02,28.2,18.0,0.2,Sầu riêng Ri6,93000.0,AI_Synthetic,True
2025-04-03,28.7,16.4,0.5,Sầu riêng Ri6,76000.0,AI_Synthetic,True
2025-04-04,29.9,16.6,0.4,Sầu riêng Ri6,77000.0,AI_Synthetic,True
2025-04-05,30.2,17.4,0.8,Sầu riêng Ri6,86000.0,AI_Synthetic,True
2025-04-06,31.1,18.4,0.2,Sầu riêng Ri6,89000.0,AI_Synthetic,True
2025-04-07,30.9,15.4,0.0,Sầu riêng Ri6,78000.0,AI_Synthetic,True
2025-04-08,30.2,17.7,0.4,Sầu riêng Ri6,75000.0,AI_Synthetic,True
2025-04-09,30.8,18.6,6.4,Sầu riêng Ri6,94000.0,AI_Synthetic,True
2025-04-10,29.1,18.9,1.7,Sầu riêng Ri6,84000.0,AI_Synthetic,True
2025-04-11,29.8,19.4,1.2,Sầu riêng Ri6,91000.0,AI_Synthetic,True
2025-04-12,29.4,17.7,0.5,Sầu riêng Ri6,75000.0,AI_Synthetic,True
2025-04-13,30.7,19.2,6.0,Sầu riêng Ri6,82000.0,AI_Synthetic,True
2025-04-14,30.2,17.9,16.4,Sầu riêng Ri6,91000.0,AI_Synthetic,True
2025-04-15,28.8,18.8,1.1,Sầu riêng Ri6,97000.0,AI_Synthetic,True
2025-04-16,28.0,17.9,2.1,Sầu riêng Ri6,90000.0,AI_Synthetic,True
2025-04-17,29.0,19.1,6.1,Sầu riêng Ri6,79000.0,AI_Synthetic,True
2025-04-18,29.8,21.2,0.8,Sầu riêng Ri6,87000.0,AI_Synthetic,True
2025-04-19,29.5,19.9,1.0,Sầu riêng Ri6,87000.0,AI_Synthetic,True
2025-04-20,30.1,18.9,0.0,Sầu riêng Ri6,82000.0,AI_Synthetic,True
2025-04-21,29.7,17.5,1.2,Sầu riêng Ri6,92000.0,AI_Synthetic,True
2025-04-22,29.1,17.8,1.5,Sầu riêng Ri6,97000.0,AI_Synthetic,True
2025-04-23,28.9,18.1,4.8,Sầu riêng Ri6,82000.0,AI_Synthetic,True
2025-04-24,28.5,17.9,2.1,Sầu riêng Ri6,75000.0,AI_Synthetic,True
2025-04-25,27.6,19.9,11.8,Sầu riêng Ri6,87000.0,AI_Synthetic,True
2025-04-26,28.5,18.9,5.8,Sầu riêng Ri6,88000.0,AI_Synthetic,True
2025-04-27,29.7,18.1,0.0,Sầu riêng Ri6,83000.0,AI_Synthetic,True
2025-04-28,31.3,17.2,0.0,Sầu riêng Ri6,81000.0,AI_Synthetic,True
2025-04-29,31.0,16.6,0.0,Sầu riêng Ri6,83000.0,AI_Synthetic,True
2025-04-30,32.5,16.8,0.0,Sầu riêng Ri6,80000.0,AI_Synthetic,True
2025-05-01,29.1,18.9,3.5,Sầu riêng Ri6,78000.0,AI_Synthetic,True
2025-05-02,29.5,19.0,9.0,Sầu riêng Ri6,82000.0,AI_Synthetic,True
2025-05-03,28.1,18.4,10.8,Sầu riêng Ri6,78000.0,AI_Synthetic,True
2025-05-04,27.9,19.7,11.2,Sầu riêng Ri6,74000.0,AI_Synthetic,True
2025-05-05,28.6,18.5,0.8,Sầu riêng Ri6,88000.0,AI_Synthetic,True
2025-05-06,29.5,19.5,1.0,Sầu riêng Ri6,78000.0,AI_Synthetic,True
2025-05-07,28.4,20.6,1.7,Sầu riêng Ri6,90000.0,AI_Synthetic,True
2025-05-08,29.1,19.8,0.6,Sầu riêng Ri6,75000.0,AI_Synthetic,True
2025-05-09,30.1,20.4,2.6,Sầu riêng Ri6,85000.0,AI_Synthetic,True
2025-05-10,29.9,19.7,6.7,Sầu riêng Ri6,74000.0,AI_Synthetic,True
2025-05-11,29.1,20.4,8.5,Sầu riêng Ri6,88000.0,AI_Synthetic,True
2025-05-12,27.5,19.6,1.9,Sầu riêng Ri6,75000.0,AI_Synthetic,True
2025-05-13,29.0,20.4,2.8,Sầu riêng Ri6,88000.0,AI_Synthetic,True
2025-05-14,29.2,19.9,1.7,Sầu riêng Ri6,84000.0,AI_Synthetic,True
2025-05-15,28.9,19.6,4.7,Sầu riêng Ri6,90000.0,AI_Synthetic,True
2025-05-16,29.2,19.2,5.4,Sầu riêng Ri6,93000.0,AI_Synthetic,True
2025-05-17,28.8,18.3,2.3,Sầu riêng Ri6,87000.0,AI_Synthetic,True
2025-05-18,29.6,18.8,1.8,Sầu riêng Ri6,76000.0,AI_Synthetic,True
2025-05-19,30.0,20.0,8.9,Sầu riêng Ri6,80000.0,AI_Synthetic,True
2025-05-20,28.9,18.8,2.3,Sầu riêng Ri6,93000.0,AI_Synthetic,True
2025-05-21,29.8,20.2,27.1,Sầu riêng Ri6,85000.0,AI_Synthetic,True
2025-05-22,28.3,20.0,32.9,Sầu riêng Ri6,76000.0,AI_Synthetic,True
2025-05-23,27.2,20.0,22.6,Sầu riêng Ri6,78000.0,AI_Synthetic,True
2025-05-24,26.4,19.9,8.8,Sầu riêng Ri6,73000.0,AI_Synthetic,True
2025-05-25,27.2,18.6,5.2,Sầu riêng Ri6,90000.0,AI_Synthetic,True
2025-05-26,29.4,20.0,20.5,Sầu riêng Ri6,74000.0,AI_Synthetic,True
2025-05-27,28.8,19.6,11.5,Sầu riêng Ri6,75000.0,AI_Synthetic,True
2025-05-28,27.8,19.6,10.5,Sầu riêng Ri6,77000.0,AI_Synthetic,True
2025-05-29,27.0,20.7,15.0,Sầu riêng Ri6,84000.0,AI_Synthetic,True
2025-05-30,26.5,20.4,3.7,Sầu riêng Ri6,95000.0,AI_Synthetic,True
2025-05-31,26.5,20.2,2.5,Sầu riêng Ri6,85000.0,AI_Synthetic,True
2025-06-01,27.1,20.0,1.6,Sầu riêng Ri6,48000.0,AI_Synthetic,True
2025-06-02,25.5,20.1,8.5,Sầu riêng Ri6,58000.0,AI_Synthetic,True
2025-06-03,24.8,20.2,6.9,Sầu riêng Ri6,65000.0,AI_Synthetic,True
2025-06-04,26.3,20.2,6.2,Sầu riêng Ri6,61000.0,AI_Synthetic,True
2025-06-05,27.1,19.8,3.2,Sầu riêng Ri6,61000.0,AI_Synthetic,True
2025-06-06,25.9,19.6,3.0,Sầu riêng Ri6,49000.0,AI_Synthetic,True
2025-06-07,26.8,19.8,7.4,Sầu riêng Ri6,56000.0,AI_Synthetic,True
2025-06-08,26.0,20.9,4.5,Sầu riêng Ri6,62000.0,AI_Synthetic,True
2025-06-09,26.8,20.4,4.7,Sầu riêng Ri6,66000.0,AI_Synthetic,True
2025-06-10,24.9,20.9,6.4,Sầu riêng Ri6,62000.0,AI_Synthetic,True
2025-06-11,22.8,20.1,20.2,Sầu riêng Ri6,56000.0,AI_Synthetic,True
2025-06-12,22.2,19.5,10.4,Sầu riêng Ri6,52000.0,AI_Synthetic,True
2025-06-13,24.9,20.7,10.7,Sầu riêng Ri6,56000.0,AI_Synthetic,True
2025-06-14,26.0,20.4,3.0,Sầu riêng Ri6,64000.0,AI_Synthetic,True
2025-06-15,27.1,20.4,2.1,Sầu riêng Ri6,52000.0,AI_Synthetic,True
2025-06-16,29.7,19.4,11.4,Sầu riêng Ri6,60000.0,AI_Synthetic,True
2025-06-17,29.1,20.1,0.9,Sầu riêng Ri6,59000.0,AI_Synthetic,True
2025-06-18,28.6,20.6,13.4,Sầu riêng Ri6,54000.0,AI_Synthetic,True
2025-06-19,27.0,19.6,5.5,Sầu riêng Ri6,60000.0,AI_Synthetic,True
2025-06-20,27.8,19.0,10.3,Sầu riêng Ri6,52000.0,AI_Synthetic,True
2025-06-21,27.2,19.5,7.2,Sầu riêng Ri6,46000.0,AI_Synthetic,True
2025-06-22,24.5,20.2,3.5,Sầu riêng Ri6,62000.0,AI_Synthetic,True
2025-06-23,26.1,19.6,2.3,Sầu riêng Ri6,61000.0,AI_Synthetic,True
2025-06-24,26.6,20.0,6.4,Sầu riêng Ri6,64000.0,AI_Synthetic,True
2025-06-25,25.4,19.9,2.2,Sầu riêng Ri6,59000.0,AI_Synthetic,True
2025-06-26,25.2,20.5,8.7,Sầu riêng Ri6,63000.0,AI_Synthetic,True
2025-06-27,26.0,19.5,3.5,Sầu riêng Ri6,59000.0,AI_Synthetic,True
2025-06-28,24.7,19.8,4.4,Sầu riêng Ri6,59000.0,AI_Synthetic,True
2025-06-29,25.1,19.5,5.8,Sầu riêng Ri6,54000.0,AI_Synthetic,True
2025-06-30,26.1,20.2,3.3,Sầu riêng Ri6,59000.0,AI_Synthetic,True
2025-07-01,25.8,18.9,9.8,Sầu riêng Ri6,51000.0,AI_Synthetic,True
2025-07-02,25.9,19.9,11.5,Sầu riêng Ri6,56000.0,AI_Synthetic,True
2025-07-03,26.1,19.9,0.6,Sầu riêng Ri6,49000.0,AI_Synthetic,True
2025-07-04,26.1,19.0,1.6,Sầu riêng Ri6,57000.0,AI_Synthetic,True
2025-07-05,25.7,20.6,3.2,Sầu riêng Ri6,58000.0,AI_Synthetic,True
2025-07-06,25.4,20.2,5.4,Sầu riêng Ri6,64000.0,AI_Synthetic,True
2025-07-07,26.1,20.9,3.3,Sầu riêng Ri6,66000.0,AI_Synthetic,True
2025-07-08,24.7,20.5,3.0,Sầu riêng Ri6,63000.0,AI_Synthetic,True
2025-07-09,25.4,20.6,4.8,Sầu riêng Ri6,52000.0,AI_Synthetic,True
2025-07-10,25.1,20.0,7.6,Sầu riêng Ri6,53000.0,AI_Synthetic,True
2025-07-11,25.3,20.2,8.6,Sầu riêng Ri6,53000.0,AI_Synthetic,True
2025-07-12,27.5,20.5,3.2,Sầu riêng Ri6,57000.0,AI_Synthetic,True
2025-07-13,27.3,20.3,9.6,Sầu riêng Ri6,55000.0,AI_Synthetic,True
2025-07-14,27.1,21.0,3.9,Sầu riêng Ri6,58000.0,AI_Synthetic,True
2025-07-15,26.5,20.9,3.5,Sầu riêng Ri6,50000.0,AI_Synthetic,True
2025-07-16,25.4,20.0,5.2,Sầu riêng Ri6,67000.0,AI_Synthetic,True
2025-07-17,24.2,20.2,3.5,Sầu riêng Ri6,61000.0,AI_Synthetic,True
2025-07-18,24.0,20.2,5.0,Sầu riêng Ri6,66000.0,AI_Synthetic,True
2025-07-19,24.0,20.5,8.6,Sầu riêng Ri6,57000.0,AI_Synthetic,True
2025-07-20,23.6,20.2,11.5,Sầu riêng Ri6,56000.0,AI_Synthetic,True
2025-07-21,23.2,20.2,19.3,Sầu riêng Ri6,65000.0,AI_Synthetic,True
2025-07-22,23.0,20.1,13.0,Sầu riêng Ri6,51000.0,AI_Synthetic,True
2025-07-23,24.5,20.3,10.7,Sầu riêng Ri6,49000.0,AI_Synthetic,True
2025-07-24,25.5,20.7,2.9,Sầu riêng Ri6,48000.0,AI_Synthetic,True
2025-07-25,26.2,21.0,1.3,Sầu riêng Ri6,54000.0,AI_Synthetic,True
2025-07-26,25.8,20.8,16.2,Sầu riêng Ri6,59000.0,AI_Synthetic,True
2025-07-27,24.6,20.8,11.9,Sầu riêng Ri6,55000.0,AI_Synthetic,True
2025-07-28,24.9,21.1,11.1,Sầu riêng Ri6,52000.0,AI_Synthetic,True
2025-07-29,25.1,21.2,10.1,Sầu riêng Ri6,52000.0,AI_Synthetic,True
2025-07-30,24.9,20.6,8.3,Sầu riêng Ri6,60000.0,AI_Synthetic,True
2025-07-31,25.5,21.2,5.3,Sầu riêng Ri6,57000.0,AI_Synthetic,True
2025-08-01,27.1,21.2,1.6,Sầu riêng Ri6,56000.0,AI_Synthetic,True
2025-08-02,27.3,21.0,1.5,Sầu riêng Ri6,68000.0,AI_Synthetic,True
2025-08-03,27.5,21.1,0.6,Sầu riêng Ri6,50000.0,AI_Synthetic,True
2025-08-04,27.8,20.0,3.0,Sầu riêng Ri6,59000.0,AI_Synthetic,True
2025-08-05,27.4,20.3,3.3,Sầu riêng Ri6,51000.0,AI_Synthetic,True
2025-08-06,27.7,20.5,8.0,Sầu riêng Ri6,50000.0,AI_Synthetic,True
2025-08-07,27.6,19.9,0.5,Sầu riêng Ri6,51000.0,AI_Synthetic,True
2025-08-08,27.4,19.2,9.9,Sầu riêng Ri6,55000.0,AI_Synthetic,True
2025-08-09,28.5,19.1,3.0,Sầu riêng Ri6,48000.0,AI_Synthetic,True
2025-08-10,27.5,19.2,11.9,Sầu riêng Ri6,49000.0,AI_Synthetic,True
2025-08-11,27.5,19.8,3.1,Sầu riêng Ri6,54000.0,AI_Synthetic,True
2025-08-12,26.5,19.6,15.6,Sầu riêng Ri6,53000.0,AI_Synthetic,True
2025-08-13,25.8,19.6,7.7,Sầu riêng Ri6,56000.0,AI_Synthetic,True
2025-08-14,26.8,19.3,18.8,Sầu riêng Ri6,56000.0,AI_Synthetic,True
2025-08-15,26.6,18.4,5.7,Sầu riêng Ri6,65000.0,AI_Synthetic,True
2025-08-16,25.8,18.7,6.7,Sầu riêng Ri6,52000.0,AI_Synthetic,True
2025-08-17,23.5,20.1,29.3,Sầu riêng Ri6,54000.0,AI_Synthetic,True
2025-08-18,25.1,19.6,1.9,Sầu riêng Ri6,57000.0,AI_Synthetic,True
2025-08-19,26.4,19.3,1.6,Sầu riêng Ri6,51000.0,AI_Synthetic,True
2025-08-20,27.4,19.0,9.3,Sầu riêng Ri6,59000.0,AI_Synthetic,True
2025-08-21,22.8,18.6,9.3,Sầu riêng Ri6,58000.0,AI_Synthetic,True
2025-08-22,25.8,18.1,0.1,Sầu riêng Ri6,58000.0,AI_Synthetic,True
2025-08-23,25.6,19.2,2.7,Sầu riêng Ri6,52000.0,AI_Synthetic,True
2025-08-24,24.0,19.6,9.7,Sầu riêng Ri6,55000.0,AI_Synthetic,True
2025-08-25,23.3,20.5,10.7,Sầu riêng Ri6,55000.0,AI_Synthetic,True
2025-08-26,24.2,19.5,7.8,Sầu riêng Ri6,62000.0,AI_Synthetic,True
2025-08-27,25.0,19.8,3.1,Sầu riêng Ri6,56000.0,AI_Synthetic,True
2025-08-28,26.0,18.2,5.9,Sầu riêng Ri6,50000.0,AI_Synthetic,True
2025-08-29,24.5,19.9,16.6,Sầu riêng Ri6,65000.0,AI_Synthetic,True
2025-08-30,23.5,19.6,10.0,Sầu riêng Ri6,58000.0,AI_Synthetic,True
2025-08-31,27.1,19.8,4.9,Sầu riêng Ri6,56000.0,AI_Synthetic,True
2025-09-01,26.2,20.4,25.5,Sầu riêng Ri6,87000.0,AI_Synthetic,True
2025-09-02,25.2,20.6,8.9,Sầu riêng Ri6,83000.0,AI_Synthetic,True
2025-09-03,25.9,19.7,4.2,Sầu riêng Ri6,92000.0,AI_Synthetic,True
2025-09-04,26.1,19.5,3.2,Sầu riêng Ri6,96000.0,AI_Synthetic,True
2025-09-05,27.4,20.5,12.1,Sầu riêng Ri6,72000.0,AI_Synthetic,True
2025-09-06,26.5,20.1,11.1,Sầu riêng Ri6,88000.0,AI_Synthetic,True
2025-09-07,23.0,20.1,17.5,Sầu riêng Ri6,93000.0,AI_Synthetic,True
2025-09-08,26.0,19.1,2.8,Sầu riêng Ri6,73000.0,AI_Synthetic,True
2025-09-09,26.2,19.0,12.0,Sầu riêng Ri6,79000.0,AI_Synthetic,True
2025-09-10,27.6,18.8,14.5,Sầu riêng Ri6,97000.0,AI_Synthetic,True
2025-09-11,28.3,18.1,20.8,Sầu riêng Ri6,76000.0,AI_Synthetic,True
2025-09-12,26.8,18.9,4.7,Sầu riêng Ri6,87000.0,AI_Synthetic,True
2025-09-13,26.6,19.2,7.7,Sầu riêng Ri6,88000.0,AI_Synthetic,True
2025-09-14,27.5,19.3,10.2,Sầu riêng Ri6,80000.0,AI_Synthetic,True
2025-09-15,26.7,18.0,11.1,Sầu riêng Ri6,84000.0,AI_Synthetic,True
2025-09-16,26.3,19.0,10.2,Sầu riêng Ri6,95000.0,AI_Synthetic,True
2025-09-17,24.4,19.4,6.4,Sầu riêng Ri6,75000.0,AI_Synthetic,True
2025-09-18,25.9,20.4,9.8,Sầu riêng Ri6,93000.0,AI_Synthetic,True
2025-09-19,23.4,20.5,7.4,Sầu riêng Ri6,78000.0,AI_Synthetic,True
2025-09-20,26.2,19.3,2.1,Sầu riêng Ri6,86000.0,AI_Synthetic,True
2025-09-21,25.2,20.2,14.7,Sầu riêng Ri6,88000.0,AI_Synthetic,True
2025-09-22,22.5,20.4,24.3,Sầu riêng Ri6,79000.0,AI_Synthetic,True
2025-09-23,22.8,18.9,25.9,Sầu riêng Ri6,89000.0,AI_Synthetic,True
2025-09-24,24.8,20.1,6.3,Sầu riêng Ri6,94000.0,AI_Synthetic,True
2025-09-25,25.5,20.5,12.7,Sầu riêng Ri6,77000.0,AI_Synthetic,True
2025-09-26,24.1,20.1,20.1,Sầu riêng Ri6,76000.0,AI_Synthetic,True
2025-09-27,23.7,19.8,13.7,Sầu riêng Ri6,83000.0,AI_Synthetic,True
2025-09-28,24.0,20.1,11.7,Sầu riêng Ri6,88000.0,AI_Synthetic,True
2025-09-29,24.5,19.8,6.8,Sầu riêng Ri6,85000.0,AI_Synthetic,True
2025-09-30,26.0,18.8,2.0,Sầu riêng Ri6,86000.0,AI_Synthetic,True
2025-10-01,27.3,18.2,1.8,Sầu riêng Ri6,79000.0,AI_Synthetic,True
2025-10-02,27.6,18.4,1.0,Sầu riêng Ri6,96000.0,AI_Synthetic,True
2025-10-03,27.5,18.8,13.2,Sầu riêng Ri6,92000.0,AI_Synthetic,True
2025-10-04,26.7,19.4,1.2,Sầu riêng Ri6,94000.0,AI_Synthetic,True
2025-10-05,25.1,19.5,2.2,Sầu riêng Ri6,83000.0,AI_Synthetic,True
2025-10-06,26.3,19.5,0.9,Sầu riêng Ri6,88000.0,AI_Synthetic,True
2025-10-07,26.2,18.9,7.9,Sầu riêng Ri6,81000.0,AI_Synthetic,True
2025-10-08,27.5,18.5,3.9,Sầu riêng Ri6,76000.0,AI_Synthetic,True
2025-10-09,26.8,19.1,2.4,Sầu riêng Ri6,85000.0,AI_Synthetic,True
2025-10-10,27.0,18.6,26.2,Sầu riêng Ri6,82000.0,AI_Synthetic,True
2025-10-11,26.0,18.8,6.8,Sầu riêng Ri6,83000.0,AI_Synthetic,True
2025-10-12,26.6,19.5,15.6,Sầu riêng Ri6,79000.0,AI_Synthetic,True
2025-10-13,26.1,19.4,12.1,Sầu riêng Ri6,91000.0,AI_Synthetic,True
2025-10-14,27.1,19.0,2.7,Sầu riêng Ri6,92000.0,AI_Synthetic,True
2025-10-15,27.3,17.4,4.1,Sầu riêng Ri6,87000.0,AI_Synthetic,True
2025-10-16,27.5,18.6,0.8,Sầu riêng Ri6,82000.0,AI_Synthetic,True
2025-10-17,28.5,18.2,1.6,Sầu riêng Ri6,82000.0,AI_Synthetic,True
2025-10-18,27.5,17.9,15.3,Sầu riêng Ri6,89000.0,AI_Synthetic,True
2025-10-19,27.8,19.0,1.4,Sầu riêng Ri6,90000.0,AI_Synthetic,True
2025-10-20,27.6,18.5,1.9,Sầu riêng Ri6,90000.0,AI_Synthetic,True
2025-10-21,26.4,20.0,0.8,Sầu riêng Ri6,85000.0,AI_Synthetic,True
2025-10-22,27.7,19.9,4.2,Sầu riêng Ri6,80000.0,AI_Synthetic,True
2025-10-23,28.3,18.7,11.7,Sầu riêng Ri6,83000.0,AI_Synthetic,True
2025-10-24,26.8,18.8,9.9,Sầu riêng Ri6,75000.0,AI_Synthetic,True
2025-10-25,23.0,19.0,9.7,Sầu riêng Ri6,84000.0,AI_Synthetic,True
2025-10-26,23.8,18.4,2.8,Sầu riêng Ri6,93000.0,AI_Synthetic,True
2025-10-27,25.9,19.2,43.0,Sầu riêng Ri6,81000.0,AI_Synthetic,True
2025-10-28,27.4,20.1,19.1,Sầu riêng Ri6,86000.0,AI_Synthetic,True
2025-10-29,25.5,20.1,11.1,Sầu riêng Ri6,83000.0,AI_Synthetic,True
2025-10-30,24.2,19.6,2.3,Sầu riêng Ri6,90000.0,AI_Synthetic,True
2025-10-31,26.9,19.6,3.1,Sầu riêng Ri6,75000.0,AI_Synthetic,True
2025-11-01,26.6,20.1,33.1,Sầu riêng Ri6,95000.0,AI_Synthetic,True
2025-11-02,25.9,19.3,11.9,Sầu riêng Ri6,81000.0,AI_Synthetic,True
2025-11-03,26.0,19.8,9.1,Sầu riêng Ri6,89000.0,AI_Synthetic,True
2025-11-04,26.5,19.0,21.1,Sầu riêng Ri6,88000.0,AI_Synthetic,True
2025-11-05,26.5,19.5,16.6,Sầu riêng Ri6,83000.0,AI_Synthetic,True
2025-11-06,21.9,19.5,31.1,Sầu riêng Ri6,85000.0,AI_Synthetic,True
2025-11-07,26.0,19.5,13.9,Sầu riêng Ri6,77000.0,AI_Synthetic,True
2025-11-08,27.4,19.5,1.3,Sầu riêng Ri6,76000.0,AI_Synthetic,True
2025-11-09,27.5,19.0,4.7,Sầu riêng Ri6,78000.0,AI_Synthetic,True
2025-11-10,27.9,19.0,0.4,Sầu riêng Ri6,98000.0,AI_Synthetic,True
2025-11-11,27.2,19.7,3.0,Sầu riêng Ri6,95000.0,AI_Synthetic,True
2025-11-12,27.0,20.0,3.0,Sầu riêng Ri6,87000.0,AI_Synthetic,True
2025-11-13,27.1,18.2,2.1,Sầu riêng Ri6,82000.0,AI_Synthetic,True
2025-11-14,25.5,15.9,0.0,Sầu riêng Ri6,90000.0,AI_Synthetic,True
2025-11-15,27.4,12.6,0.0,Sầu riêng Ri6,88000.0,AI_Synthetic,True
2025-11-16,23.6,17.6,13.7,Sầu riêng Ri6,79000.0,AI_Synthetic,True
2025-11-17,23.7,19.7,16.8,Sầu riêng Ri6,75000.0,AI_Synthetic,True
2025-11-18,26.7,18.5,9.8,Sầu riêng Ri6,79000.0,AI_Synthetic,True
2025-11-19,26.2,17.9,27.6,Sầu riêng Ri6,76000.0,AI_Synthetic,True
2025-11-20,23.7,17.5,5.3,Sầu riêng Ri6,87000.0,AI_Synthetic,True
2025-11-21,25.9,17.5,4.1,Sầu riêng Ri6,93000.0,AI_Synthetic,True
2025-11-22,23.6,17.7,2.4,Sầu riêng Ri6,83000.0,AI_Synthetic,True
2025-11-23,27.1,19.2,3.8,Sầu riêng Ri6,80000.0,AI_Synthetic,True
2025-11-24,28.0,19.0,0.5,Sầu riêng Ri6,90000.0,AI_Synthetic,True
2025-11-25,25.5,17.2,0.0,Sầu riêng Ri6,97000.0,AI_Synthetic,True
2025-11-26,24.6,15.2,0.0,Sầu riêng Ri6,91000.0,AI_Synthetic,True
2025-11-27,23.9,15.4,0.0,Sầu riêng Ri6,73000.0,AI_Synthetic,True
2025-11-28,24.4,14.1,0.0,Sầu riêng Ri6,80000.0,AI_Synthetic,True
2025-11-29,26.0,15.4,2.3,Sầu riêng Ri6,71000.0,AI_Synthetic,True
2025-11-30,26.8,18.3,1.7,Sầu riêng Ri6,87000.0,AI_Synthetic,True
2025-12-01,27.6,18.6,7.6,Sầu riêng Ri6,89000.0,AI_Synthetic,True
2025-12-02,24.8,19.1,5.1,Sầu riêng Ri6,76000.0,AI_Synthetic,True
2025-12-03,25.2,19.5,13.8,Sầu riêng Ri6,75000.0,AI_Synthetic,True
2025-12-04,27.0,18.6,1.2,Sầu riêng Ri6,88000.0,AI_Synthetic,True
2025-12-05,26.6,16.9,0.6,Sầu riêng Ri6,81000.0,AI_Synthetic,True
2025-12-06,26.0,14.6,0.0,Sầu riêng Ri6,92000.0,AI_Synthetic,True
2025-12-07,24.2,12.8,0.0,Sầu riêng Ri6,95000.0,AI_Synthetic,True
2025-12-08,23.5,13.2,0.0,Sầu riêng Ri6,74000.0,AI_Synthetic,True
2025-12-09,24.0,15.2,0.1,Sầu riêng Ri6,89000.0,AI_Synthetic,True
2025-12-10,26.1,16.4,9.8,Sầu riêng Ri6,87000.0,AI_Synthetic,True
